user_id,vehicle_id,interaction_type,preference_score,rating,timestamp,session_id,implicit_feedback
user_070,car_030,like,0.7,3.0,2025-07-31 15:45:06.122822,session_3742,0.5
user_037,car_096,purchase,1.0,,2024-12-19 15:45:06.123825,session_1120,1.0
user_043,car_122,inquiry,0.8,4.0,2025-06-01 15:45:06.124876,session_7950,0.7
user_055,car_146,like,0.7,3.0,2025-02-08 15:45:06.125862,session_2181,0.5
user_016,car_052,like,0.7,2.0,2025-04-02 15:45:06.125862,session_1620,0.5
user_015,car_164,like,0.7,5.0,2024-12-07 15:45:06.127325,session_2154,0.8
user_034,car_124,view,0.3,2.0,2025-03-04 15:45:06.127325,session_8391,0.5
user_044,car_178,view,0.3,,2025-09-10 15:45:06.128378,session_7381,0.5
user_074,car_182,view,0.3,,2024-10-25 15:45:06.129375,session_2036,0.5
user_073,car_082,favorite,0.9,,2024-09-25 15:45:06.130375,session_2189,0.8
user_008,car_018,inquiry,0.8,,2025-04-23 15:45:06.130375,session_5937,1.0
user_052,car_016,inquiry,0.8,5.0,2025-03-07 15:45:06.131376,session_7473,1.0
user_072,car_104,inquiry,0.8,3.0,2025-05-29 15:45:06.132376,session_3234,0.7999999999999999
user_064,car_041,like,0.7,,2024-12-13 15:45:06.132376,session_5832,0.5
user_036,car_172,like,0.7,3.0,2024-10-22 15:45:06.133377,session_7113,0.5
user_094,car_059,purchase,1.0,5.0,2025-07-08 15:45:06.134376,session_3019,0.8
user_046,car_114,view,0.3,,2025-03-01 15:45:06.135342,session_9800,0.9
user_085,car_091,view,0.3,2.0,2025-03-26 15:45:06.136339,session_4469,0.5
user_012,car_090,view,0.3,,2024-12-30 15:45:06.138931,session_3333,0.5
user_045,car_145,like,0.7,5.0,2025-06-11 15:45:06.140903,session_2877,1.0
user_001,car_019,like,0.7,,2025-08-22 15:45:06.141905,session_9992,1.0
user_047,car_184,inquiry,0.8,,2025-04-23 15:45:06.142863,session_2103,0.9
user_013,car_179,like,0.7,5.0,2025-04-02 15:45:06.143861,session_6851,1.0
user_006,car_028,like,0.7,,2025-07-29 15:45:06.144860,session_5671,1.0
user_087,car_146,view,0.3,,2025-04-09 15:45:06.145861,session_8960,0.5
user_074,car_077,like,0.7,,2025-04-15 15:45:06.146863,session_3496,0.6
user_091,car_128,inquiry,0.8,,2025-04-10 15:45:06.146863,session_8017,0.8999999999999999
user_009,car_052,view,0.3,,2025-05-28 15:45:06.148369,session_8145,0.5
user_008,car_064,view,0.3,,2024-10-06 15:45:06.148369,session_6432,0.5
user_013,car_021,purchase,1.0,,2025-03-19 15:45:06.149420,session_6004,1.0
user_090,car_195,inquiry,0.8,5.0,2025-08-08 15:45:06.150418,session_5597,0.8
user_036,car_192,inquiry,0.8,4.0,2025-05-07 15:45:06.151376,session_2252,0.6
user_035,car_168,like,0.7,,2025-01-02 15:45:06.152425,session_1511,0.5
user_062,car_176,inquiry,0.8,,2024-11-20 15:45:06.154379,session_4485,0.7
user_015,car_134,purchase,1.0,,2024-12-14 15:45:06.155419,session_9842,0.9
user_017,car_041,view,0.3,,2025-03-15 15:45:06.156425,session_7430,0.5
user_077,car_190,like,0.7,,2025-04-23 15:45:06.157419,session_3193,1.0
user_075,car_050,view,0.3,,2025-02-27 15:45:06.158421,session_6961,0.5
user_068,car_114,like,0.7,,2024-11-08 15:45:06.158972,session_3717,0.6
user_006,car_017,inquiry,0.8,3.0,2024-12-03 15:45:06.160023,session_3395,0.6
user_081,car_115,like,0.7,,2025-03-19 15:45:06.160023,session_1662,0.5
user_010,car_095,view,0.3,,2025-08-17 15:45:06.161025,session_5331,0.5
user_073,car_197,like,0.7,4.0,2025-03-18 15:45:06.161986,session_7358,0.7
user_050,car_039,view,0.3,,2025-08-26 15:45:06.161986,session_1653,0.5
user_059,car_071,favorite,0.9,,2024-09-23 15:45:06.162984,session_9542,0.6
user_051,car_126,favorite,0.9,5.0,2024-11-26 15:45:06.164010,session_9918,1.0
user_096,car_149,view,0.3,,2025-03-09 15:45:06.164010,session_6985,0.5
user_002,car_097,inquiry,0.8,,2025-08-10 15:45:06.165000,session_9465,0.8
user_086,car_153,view,0.3,,2025-05-27 15:45:06.165989,session_9460,0.5
user_077,car_070,inquiry,0.8,,2025-03-26 15:45:06.166992,session_8976,1.0
user_030,car_005,like,0.7,,2025-09-15 15:45:06.166992,session_9222,0.4
user_012,car_124,like,0.7,,2025-05-24 15:45:06.168505,session_2263,0.5
user_095,car_183,view,0.3,1.0,2025-06-30 15:45:06.168505,session_6934,0.1
user_085,car_171,inquiry,0.8,,2024-10-15 15:45:06.171066,session_4773,0.9
user_019,car_179,view,0.3,,2025-07-22 15:45:06.172071,session_8889,0.5
user_032,car_069,inquiry,0.8,,2024-11-20 15:45:06.173141,session_3641,0.7
user_060,car_053,view,0.3,,2025-05-17 15:45:06.174118,session_1706,0.5
user_031,car_189,view,0.3,,2025-07-12 15:45:06.175105,session_9399,0.5
user_003,car_069,view,0.3,,2025-08-21 15:45:06.175105,session_3725,0.5
user_034,car_171,like,0.7,5.0,2024-11-16 15:45:06.176104,session_1305,0.8
user_017,car_022,inquiry,0.8,,2025-04-26 15:45:06.177106,session_2404,0.7999999999999999
user_040,car_185,view,0.3,,2025-01-20 15:45:06.178105,session_8891,0.5
user_095,car_112,like,0.7,,2024-11-15 15:45:06.178105,session_3338,0.8
user_005,car_180,favorite,0.9,,2025-06-17 15:45:06.179104,session_9369,0.9
user_051,car_016,view,0.3,,2025-03-27 15:45:06.180104,session_8429,0.3
user_100,car_011,like,0.7,4.0,2025-07-13 15:45:06.180655,session_2778,0.7
user_098,car_013,view,0.3,,2025-01-03 15:45:06.181699,session_7877,0.5
user_044,car_178,like,0.7,,2025-06-20 15:45:06.181699,session_8796,0.5
user_063,car_141,like,0.7,,2024-12-20 15:45:06.182695,session_9246,0.5
user_030,car_041,favorite,0.9,5.0,2024-11-14 15:45:06.183698,session_9835,0.8
user_028,car_096,favorite,0.9,,2024-10-06 15:45:06.184701,session_8069,1.0
user_074,car_091,view,0.3,,2025-08-27 15:45:06.185661,session_9680,0.5
user_079,car_034,inquiry,0.8,,2025-01-15 15:45:06.185661,session_7246,1.0
user_019,car_170,view,0.3,,2024-09-27 15:45:06.187682,session_2600,0.5
user_068,car_179,inquiry,0.8,5.0,2025-08-07 15:45:06.190246,session_5641,0.8
user_020,car_009,like,0.7,,2025-05-10 15:45:06.191299,session_4096,0.7999999999999999
user_097,car_091,view,0.3,,2025-09-15 15:45:06.191299,session_9561,0.5
user_084,car_140,view,0.3,4.0,2024-10-01 15:45:06.192301,session_6175,0.6
user_039,car_020,inquiry,0.8,5.0,2024-11-23 15:45:06.193258,session_5155,0.8
user_100,car_115,view,0.3,,2024-12-03 15:45:06.194301,session_6990,0.5
user_037,car_040,inquiry,0.8,,2025-02-27 15:45:06.194301,session_4337,0.6
user_055,car_138,inquiry,0.8,,2025-01-14 15:45:06.195299,session_3928,0.8
user_054,car_088,inquiry,0.8,,2025-05-12 15:45:06.196299,session_6024,1.0
user_058,car_121,like,0.7,,2025-02-27 15:45:06.196299,session_3262,0.7
user_062,car_062,inquiry,0.8,,2025-05-24 15:45:06.197299,session_8317,0.7
user_062,car_158,inquiry,0.8,,2025-07-29 15:45:06.198299,session_4513,0.7
user_075,car_161,view,0.3,,2024-12-11 15:45:06.199303,session_1852,0.5
user_053,car_166,view,0.3,,2025-09-16 15:45:06.199303,session_2492,0.1
user_021,car_198,like,0.7,,2024-11-15 15:45:06.199303,session_8133,0.5
user_017,car_043,like,0.7,5.0,2024-11-11 15:45:06.200853,session_1618,1.0
user_067,car_081,like,0.7,,2025-02-25 15:45:06.202868,session_9536,0.5
user_018,car_168,like,0.7,,2025-08-20 15:45:06.204863,session_3871,0.7
user_092,car_144,favorite,0.9,,2025-06-07 15:45:06.205907,session_9489,0.8
user_070,car_062,like,0.7,4.0,2024-12-28 15:45:06.206904,session_4795,0.7
user_087,car_179,view,0.3,,2025-03-18 15:45:06.207904,session_4919,0.5
user_061,car_039,inquiry,0.8,,2025-08-05 15:45:06.207904,session_5520,0.7
user_064,car_093,favorite,0.9,,2025-02-28 15:45:06.208904,session_7642,0.9
user_056,car_106,view,0.3,,2024-09-23 15:45:06.209904,session_2124,0.5
user_049,car_019,like,0.7,,2024-12-06 15:45:06.209904,session_6703,0.1
user_048,car_008,like,0.7,,2025-05-26 15:45:06.211450,session_4187,0.7
user_003,car_073,inquiry,0.8,,2025-09-16 15:45:06.212501,session_5277,0.8
user_037,car_003,view,0.3,,2024-12-06 15:45:06.212501,session_2185,0.7
user_066,car_097,view,0.3,,2025-07-21 15:45:06.213501,session_9409,0.5
user_002,car_026,purchase,1.0,,2024-11-28 15:45:06.214501,session_5098,0.8
user_081,car_093,favorite,0.9,,2024-12-04 15:45:06.214501,session_8923,1.0
user_016,car_028,favorite,0.9,,2025-01-27 15:45:06.215504,session_8548,1.0
user_003,car_043,purchase,1.0,,2025-01-15 15:45:06.216501,session_2904,0.9
user_020,car_180,like,0.7,,2025-05-29 15:45:06.217461,session_4767,0.9
user_058,car_005,favorite,0.9,,2025-03-22 15:45:06.219464,session_9462,1.0
user_008,car_058,view,0.3,,2025-05-07 15:45:06.220464,session_5067,0.5
user_020,car_195,like,0.7,,2025-03-27 15:45:06.221982,session_2245,1.0
user_051,car_100,view,0.3,2.0,2025-05-30 15:45:06.223003,session_5408,0.3
user_097,car_183,like,0.7,,2025-06-13 15:45:06.225007,session_9175,0.8
user_071,car_061,like,0.7,2.0,2025-05-06 15:45:06.225994,session_4387,0.5
user_012,car_168,view,0.3,,2024-11-06 15:45:06.225994,session_6833,0.5
user_025,car_096,like,0.7,5.0,2024-10-07 15:45:06.226993,session_9071,1.0
user_092,car_133,inquiry,0.8,,2024-12-15 15:45:06.227993,session_1692,0.8
user_024,car_011,like,0.7,,2025-04-10 15:45:06.228993,session_9066,0.5
user_023,car_188,like,0.7,,2024-11-28 15:45:06.228993,session_5501,0.1
user_004,car_034,inquiry,0.8,,2024-12-31 15:45:06.229992,session_5591,1.0
user_027,car_121,view,0.3,,2025-07-15 15:45:06.231001,session_1887,0.5
user_075,car_162,view,0.3,,2024-12-16 15:45:06.231001,session_1533,0.5
user_083,car_069,like,0.7,,2024-10-02 15:45:06.232508,session_3863,0.7
user_041,car_114,like,0.7,4.0,2025-04-10 15:45:06.233559,session_1137,0.6
user_085,car_047,view,0.3,3.0,2025-04-05 15:45:06.235519,session_6924,0.5
user_061,car_198,inquiry,0.8,4.0,2025-05-20 15:45:06.236528,session_5413,0.7
user_064,car_025,view,0.3,,2025-03-15 15:45:06.237558,session_4013,0.5
user_052,car_081,view,0.3,3.0,2025-03-12 15:45:06.238518,session_6981,0.5
user_012,car_043,purchase,1.0,4.0,2025-07-13 15:45:06.239516,session_4744,1.0
user_020,car_111,favorite,0.9,,2025-05-21 15:45:06.240516,session_8081,1.0
user_051,car_124,purchase,1.0,5.0,2025-07-04 15:45:06.240516,session_8749,0.8
user_055,car_058,favorite,0.9,5.0,2024-10-31 15:45:06.241515,session_9470,0.9
user_058,car_150,like,0.7,,2025-01-12 15:45:06.241515,session_5915,0.7999999999999999
user_026,car_154,like,0.7,,2025-08-25 15:45:06.243022,session_7527,0.8
user_011,car_096,like,0.7,4.0,2025-05-11 15:45:06.244030,session_8807,1.0
user_035,car_132,inquiry,0.8,5.0,2025-05-08 15:45:06.244030,session_6914,0.7
user_095,car_173,inquiry,0.8,,2025-05-10 15:45:06.245028,session_6638,1.0
user_003,car_139,view,0.3,3.0,2024-11-12 15:45:06.246029,session_4259,0.5
user_099,car_155,like,0.7,,2024-12-17 15:45:06.247030,session_3859,0.7
user_034,car_181,like,0.7,2.0,2024-12-31 15:45:06.247030,session_8987,0.5
user_043,car_089,favorite,0.9,,2025-08-09 15:45:06.248028,session_7243,1.0
user_028,car_065,inquiry,0.8,,2025-07-06 15:45:06.249040,session_3745,0.7
user_070,car_156,view,0.3,,2025-02-15 15:45:06.250037,session_7631,0.5
user_011,car_081,like,0.7,1.0,2025-05-25 15:45:06.251548,session_6136,0.5
user_022,car_073,view,0.3,2.0,2024-10-23 15:45:06.253566,session_7479,0.5
user_026,car_107,view,0.3,,2025-03-17 15:45:06.254726,session_9535,0.3
user_050,car_150,favorite,0.9,,2025-06-16 15:45:06.255721,session_1378,0.6
user_094,car_100,view,0.3,2.0,2024-09-25 15:45:06.257726,session_2311,0.4
user_012,car_025,view,0.3,,2025-08-01 15:45:06.257726,session_2045,0.5
user_074,car_157,like,0.7,,2025-08-22 15:45:06.258728,session_1431,0.5
user_060,car_005,favorite,0.9,,2025-08-07 15:45:06.259730,session_2702,0.9
user_069,car_182,view,0.3,3.0,2025-03-03 15:45:06.260731,session_6068,0.5
user_071,car_038,like,0.7,,2025-02-04 15:45:06.260731,session_3071,0.9999999999999999
user_061,car_010,view,0.3,,2025-09-04 15:45:06.261723,session_1575,0.5
user_063,car_004,inquiry,0.8,,2025-04-05 15:45:06.262723,session_8801,0.7999999999999999
user_043,car_057,inquiry,0.8,,2025-05-02 15:45:06.262723,session_9987,1.0
user_073,car_196,view,0.3,,2024-09-26 15:45:06.264231,session_9835,0.1
user_080,car_087,view,0.3,,2024-10-30 15:45:06.265241,session_8126,0.5
user_051,car_159,inquiry,0.8,,2025-04-13 15:45:06.265241,session_6688,0.9
user_042,car_023,inquiry,0.8,4.0,2025-04-14 15:45:06.266242,session_6992,0.9
user_017,car_049,view,0.3,1.0,2024-12-25 15:45:06.267242,session_3233,0.5
user_016,car_031,like,0.7,,2025-09-14 15:45:06.268242,session_9059,0.7999999999999999
user_051,car_090,purchase,1.0,,2025-09-14 15:45:06.268242,session_8052,0.8
user_088,car_028,inquiry,0.8,,2025-09-15 15:45:06.269241,session_9981,0.7999999999999999
user_059,car_183,view,0.3,,2024-12-05 15:45:06.270241,session_8161,0.5
user_051,car_159,inquiry,0.8,5.0,2025-03-03 15:45:06.271241,session_7199,0.9
user_080,car_036,view,0.3,3.0,2024-12-28 15:45:06.271241,session_5454,0.5
user_087,car_031,like,0.7,,2025-05-04 15:45:06.273242,session_7765,0.7999999999999999
user_003,car_136,view,0.3,1.0,2025-07-24 15:45:06.274283,session_8460,0.5
user_056,car_152,favorite,0.9,5.0,2025-06-14 15:45:06.275364,session_6253,0.8
user_007,car_170,view,0.3,3.0,2025-06-15 15:45:06.275364,session_2675,0.5
user_005,car_030,like,0.7,5.0,2025-09-14 15:45:06.276870,session_4814,1.0
user_057,car_122,view,0.3,2.0,2025-02-15 15:45:06.276870,session_6104,0.5
user_045,car_102,favorite,0.9,,2025-03-12 15:45:06.277879,session_8597,1.0
user_017,car_078,favorite,0.9,4.0,2025-07-06 15:45:06.278877,session_1918,1.0
user_003,car_118,view,0.3,,2024-12-14 15:45:06.279920,session_8702,0.5
user_016,car_001,view,0.3,,2025-05-13 15:45:06.279920,session_7251,0.5
user_095,car_156,favorite,0.9,5.0,2025-05-14 15:45:06.280926,session_7304,1.0
user_031,car_093,inquiry,0.8,,2025-09-01 15:45:06.281920,session_4263,0.7999999999999999
user_099,car_178,view,0.3,,2024-12-26 15:45:06.281920,session_4415,0.5
user_084,car_075,inquiry,0.8,,2025-04-12 15:45:06.282922,session_6293,0.9
user_083,car_133,view,0.3,,2024-12-11 15:45:06.282922,session_9534,0.5
user_045,car_200,view,0.3,,2025-04-19 15:45:06.284430,session_4255,0.7
user_073,car_135,view,0.3,3.0,2025-07-23 15:45:06.285443,session_4866,0.5
user_084,car_049,view,0.3,,2025-06-25 15:45:06.286441,session_5523,0.5
user_026,car_171,inquiry,0.8,,2025-05-17 15:45:06.287441,session_1146,1.0
user_076,car_167,like,0.7,,2024-09-30 15:45:06.287441,session_8786,0.5
user_025,car_107,inquiry,0.8,5.0,2025-05-14 15:45:06.288443,session_3583,0.6
user_048,car_196,view,0.3,,2025-03-29 15:45:06.289441,session_1983,0.3
user_084,car_111,view,0.3,,2024-09-24 15:45:06.290441,session_9787,0.5
user_018,car_194,favorite,0.9,4.0,2024-12-07 15:45:06.290441,session_6690,1.0
user_013,car_079,favorite,0.9,,2025-06-12 15:45:06.291441,session_1349,1.0
user_033,car_029,view,0.3,,2025-07-12 15:45:06.292441,session_5107,0.5
user_068,car_034,purchase,1.0,,2025-02-06 15:45:06.293443,session_5828,0.8
user_027,car_072,like,0.7,,2024-12-02 15:45:06.293443,session_4057,0.7999999999999999
user_092,car_171,inquiry,0.8,,2025-01-22 15:45:06.295966,session_5510,1.0
user_021,car_176,like,0.7,,2024-12-09 15:45:06.296965,session_3627,0.5
user_051,car_084,view,0.3,4.0,2025-05-07 15:45:06.297974,session_9873,0.8
user_082,car_134,like,0.7,4.0,2025-03-08 15:45:06.298966,session_4039,0.7999999999999999
user_018,car_179,purchase,1.0,,2025-03-16 15:45:06.299975,session_4912,0.8
user_001,car_026,inquiry,0.8,5.0,2025-03-04 15:45:06.300973,session_4110,0.8
user_042,car_191,view,0.3,,2024-12-10 15:45:06.301965,session_3525,0.5
user_082,car_153,view,0.3,,2024-10-25 15:45:06.303006,session_6276,0.5
user_025,car_047,view,0.3,,2025-08-15 15:45:06.304010,session_1717,0.5
user_083,car_146,like,0.7,3.0,2025-06-07 15:45:06.304010,session_2753,0.5
user_099,car_194,like,0.7,4.0,2025-03-04 15:45:06.305522,session_9026,0.7
user_072,car_028,like,0.7,,2025-05-10 15:45:06.307549,session_1804,0.7
user_087,car_037,inquiry,0.8,,2025-08-13 15:45:06.308537,session_1214,0.9
user_008,car_098,like,0.7,2.0,2025-08-09 15:45:06.309535,session_8668,0.5
user_037,car_016,favorite,0.9,5.0,2025-02-18 15:45:06.311534,session_7046,1.0
user_075,car_199,like,0.7,3.0,2024-12-22 15:45:06.312537,session_1666,0.5
user_066,car_043,inquiry,0.8,,2025-08-10 15:45:06.313533,session_4537,0.6
user_026,car_184,like,0.7,3.0,2024-12-20 15:45:06.314533,session_7313,0.3
user_087,car_049,view,0.3,,2025-05-14 15:45:06.316046,session_3931,0.7
user_076,car_016,view,0.3,,2025-07-26 15:45:06.316046,session_6864,0.3
user_076,car_163,inquiry,0.8,,2025-02-12 15:45:06.317059,session_2705,0.7
user_062,car_178,view,0.3,2.0,2025-03-30 15:45:06.318055,session_3591,0.5
user_024,car_130,view,0.3,,2025-03-22 15:45:06.319058,session_6163,0.5
user_078,car_046,view,0.3,,2025-03-12 15:45:06.320054,session_7755,0.1
user_057,car_054,like,0.7,,2025-04-06 15:45:06.321057,session_4943,0.5
user_099,car_191,like,0.7,5.0,2025-05-11 15:45:06.321057,session_6898,0.7
user_093,car_151,purchase,1.0,,2025-02-27 15:45:06.323062,session_1003,0.9
user_008,car_071,favorite,0.9,,2024-11-17 15:45:06.324063,session_1267,0.8999999999999999
user_012,car_067,inquiry,0.8,,2025-04-17 15:45:06.324063,session_1107,1.0
user_008,car_190,like,0.7,5.0,2025-09-07 15:45:06.325057,session_5521,0.8999999999999999
user_051,car_020,purchase,1.0,,2024-11-30 15:45:06.325057,session_3534,1.0
user_042,car_198,view,0.3,,2025-07-01 15:45:06.327577,session_3267,0.5
user_017,car_060,view,0.3,,2025-05-14 15:45:06.328579,session_4817,0.5
user_061,car_028,like,0.7,,2024-11-30 15:45:06.329579,session_7550,0.7
user_038,car_084,inquiry,0.8,4.0,2025-04-05 15:45:06.331578,session_8905,1.0
user_050,car_097,view,0.3,,2024-09-30 15:45:06.332577,session_2562,0.5
user_060,car_171,inquiry,0.8,,2024-11-27 15:45:06.333576,session_7251,0.9
user_054,car_123,view,0.3,5.0,2025-03-24 15:45:06.334576,session_8115,0.7
user_076,car_039,like,0.7,,2025-05-25 15:45:06.335580,session_1187,0.7999999999999999
user_088,car_198,view,0.3,,2025-08-22 15:45:06.335580,session_5993,0.5
user_061,car_176,like,0.7,,2024-12-03 15:45:06.337087,session_3450,0.7
user_074,car_087,like,0.7,,2025-07-02 15:45:06.337087,session_1827,0.7
